"시점","지수별",데이터
"2020.05","건설수주액(전월비)(%)",-1.5
"2020.05","수출입물가비율(전월비)(%)",1.4
"2020.05","코스피(전월비)(%)",-3.5
"2020.05","장단기금리차(전월차)(%p)",0.10
"2020.05","선행지수 순환변동치",97.9
"2020.05","〔순환변동치 전월차〕(p)",-0.3
"2020.05","선행지수 전년동월비(%)",2.9
"2020.05","〔전년동월비 전월차〕(%p)",-0.2
"2020.05","동행종합지수(2015=100)",110.4
"2020.05","동행종합지수 전월비(%)",-0.5
"2020.05","광공업생산지수(전월비)(%)",-2.9
"2020.05","서비스업생산지수(도소매업제외)(전월비)(%)",-0.8
"2020.05","건설기성액(전월비)(%)",-0.5
"2020.05","소매판매액지수(전월비)(%)",2.7
"2020.05","내수출하지수(전월비)(%)",-1.1
"2020.05","수입액(전월비)(%)",-0.2
"2020.05","비농림어업취업자수(전월비)(%)",-1.0
"2020.05","동행지수 순환변동치",97.0
"2020.05","〔순환변동치 전월차〕(p)",-0.8
"2020.05","후행종합지수(2015=100)",116.4
"2020.05","후행종합지수 전월비(%)",0.3
"2020.05","생산자제품재고지수(전월비)(%)",0.3
"2020.05","소비자물가지수변화율(서비스)(전월차)(%p)",0.0
"2020.05","소비재수입액(전월비)(%)",2.9
"2020.05","취업자수(전월비)(%)",-1.0
"2020.05","CP유통수익률(전월차)(%p)",0.1
"2020.06","선행종합지수(2015=100)",117.8
"2020.06","선행종합지수 전월비(%)",0.6
"2020.06","재고순환지표(전월차)(%p)",-1.3
"2020.06","경제심리지수(전월차)(p)",-0.2
"2020.06","기계류내수출하지수(선박제외)(전월비)(%)",0.3
"2020.06","건설수주액(전월비)(%)",16.0
"2020.06","수출입물가비율(전월비)(%)",-0.5
"2020.06","코스피(전월비)(%)",6.2
"2020.06","장단기금리차(전월차)(%p)",0.12
"2020.06","선행지수 순환변동치",98.2
"2020.06","〔순환변동치 전월차〕(p)",0.3
"2020.06","선행지수 전년동월비(%)",3.2
"2020.06","〔전년동월비 전월차〕(%p)",0.3
"2020.06","동행종합지수(2015=100)",110.8
"2020.06","동행종합지수 전월비(%)",0.4
"2020.06","광공업생산지수(전월비)(%)",-1.9
"2020.06","서비스업생산지수(도소매업제외)(전월비)(%)",1.5
"2020.06","건설기성액(전월비)(%)",-1.1
"2020.06","소매판매액지수(전월비)(%)",3.6
"2020.06","내수출하지수(전월비)(%)",-0.5
"2020.06","수입액(전월비)(%)",0.0
"2020.06","비농림어업취업자수(전월비)(%)",0.0
"2020.06","동행지수 순환변동치",97.2
"2020.06","〔순환변동치 전월차〕(p)",0.2
"2020.06","후행종합지수(2015=100)",116.7
"2020.06","후행종합지수 전월비(%)",0.3
"2020.06","생산자제품재고지수(전월비)(%)",0.2
"2020.06","소비자물가지수변화율(서비스)(전월차)(%p)",0.0
"2020.06","소비재수입액(전월비)(%)",1.2
"2020.06","취업자수(전월비)(%)",-0.1
"2020.06","CP유통수익률(전월차)(%p)",0.0
"2020.07","선행종합지수(2015=100)",118.5
"2020.07","선행종합지수 전월비(%)",0.6
"2020.07","재고순환지표(전월차)(%p)",1.1
"2020.07","경제심리지수(전월차)(p)",5.0
"2020.07","기계류내수출하지수(선박제외)(전월비)(%)",-1.3
"2020.07","건설수주액(전월비)(%)",16.3
"2020.07","수출입물가비율(전월비)(%)",-1.5
"2020.07","코스피(전월비)(%)",5.8
"2020.07","장단기금리차(전월차)(%p)",0.03
"2020.07","선행지수 순환변동치",98.5
"2020.07","〔순환변동치 전월차〕(p)",0.3
"2020.07","선행지수 전년동월비(%)",3.5
"2020.07","〔전년동월비 전월차〕(%p)",0.3
"2020.07","동행종합지수(2015=100)",111.1
"2020.07","동행종합지수 전월비(%)",0.3
"2020.07","광공업생산지수(전월비)(%)",0.5
"2020.07","서비스업생산지수(도소매업제외)(전월비)(%)",1.4
"2020.07","건설기성액(전월비)(%)",-0.7
"2020.07","소매판매액지수(전월비)(%)",0.2
"2020.07","내수출하지수(전월비)(%)",0.3
"2020.07","수입액(전월비)(%)",-2.4
"2020.07","비농림어업취업자수(전월비)(%)",0.4
"2020.07","동행지수 순환변동치",97.4
"2020.07","〔순환변동치 전월차〕(p)",0.2
"2020.07","후행종합지수(2015=100)",116.9
"2020.07","후행종합지수 전월비(%)",0.2
"2020.07","생산자제품재고지수(전월비)(%)",-0.1
"2020.07","소비자물가지수변화율(서비스)(전월차)(%p)",0.0
"2020.07","소비재수입액(전월비)(%)",-0.1
"2020.07","취업자수(전월비)(%)",0.3
"2020.07","CP유통수익률(전월차)(%p)",-0.2
"2020.08","선행종합지수(2015=100)",119.5
"2020.08","선행종합지수 전월비(%)",0.8
"2020.08","재고순환지표(전월차)(%p)",2.0
"2020.08","경제심리지수(전월차)(p)",6.4
"2020.08","기계류내수출하지수(선박제외)(전월비)(%)",0.6
"2020.08","건설수주액(전월비)(%)",2.1
"2020.08","수출입물가비율(전월비)(%)",0.0
"2020.08","코스피(전월비)(%)",6.1
"2020.08","장단기금리차(전월차)(%p)",0.05
"2020.08","선행지수 순환변동치",98.9
"2020.08","〔순환변동치 전월차〕(p)",0.4
"2020.08","선행지수 전년동월비(%)",4.0
"2020.08","〔전년동월비 전월차〕(%p)",0.5
"2020.08","동행종합지수(2015=100)",112.0
"2020.08","동행종합지수 전월비(%)",0.8
"2020.08","광공업생산지수(전월비)(%)",3.2
"2020.08","서비스업생산지수(도소매업제외)(전월비)(%)",0.9
"2020.08","건설기성액(전월비)(%)",-1.5
"2020.08","소매판매액지수(전월비)(%)",-0.1
"2020.08","내수출하지수(전월비)(%)",2.6
"2020.08","수입액(전월비)(%)",-1.6
"2020.08","비농림어업취업자수(전월비)(%)",0.3
"2020.08","동행지수 순환변동치",98.0
"2020.08","〔순환변동치 전월차〕(p)",0.6
"2020.08","후행종합지수(2015=100)",117.2
"2020.08","후행종합지수 전월비(%)",0.3
"2020.08","생산자제품재고지수(전월비)(%)",0.4
"2020.08","소비자물가지수변화율(서비스)(전월차)(%p)",0.0
"2020.08","소비재수입액(전월비)(%)",1.7
"2020.08","취업자수(전월비)(%)",0.3
"2020.08","CP유통수익률(전월차)(%p)",-0.2
"2020.09","선행종합지수(2015=100)",120.3
"2020.09","선행종합지수 전월비(%)",0.7
"2020.09","재고순환지표(전월차)(%p)",2.8
"2020.09","경제심리지수(전월차)(p)",2.9
"2020.09","기계류내수출하지수(선박제외)(전월비)(%)",0.9
"2020.09","건설수주액(전월비)(%)",-6.0
"2020.09","수출입물가비율(전월비)(%)",1.1
"2020.09","코스피(전월비)(%)",3.5
"2020.09","장단기금리차(전월차)(%p)",0.02
"2020.09","선행지수 순환변동치",99.2
"2020.09","〔순환변동치 전월차〕(p)",0.3
"2020.09","선행지수 전년동월비(%)",4.4
"2020.09","〔전년동월비 전월차〕(%p)",0.4
"2020.09","동행종합지수(2015=100)",112.6
"2020.09","동행종합지수 전월비(%)",0.5
"2020.09","광공업생산지수(전월비)(%)",1.9
"2020.09","서비스업생산지수(도소매업제외)(전월비)(%)",-0.1
"2020.09","건설기성액(전월비)(%)",-0.3
"2020.09","소매판매액지수(전월비)(%)",-0.5
"2020.09","내수출하지수(전월비)(%)",1.8
"2020.09","수입액(전월비)(%)",1.0
"2020.09","비농림어업취업자수(전월비)(%)",0.1
"2020.09","동행지수 순환변동치",98.3
"2020.09","〔순환변동치 전월차〕(p)",0.3
"2020.09","후행종합지수(2015=100)",117.5
"2020.09","후행종합지수 전월비(%)",0.3
"2020.09","생산자제품재고지수(전월비)(%)",-0.4
"2020.09","소비자물가지수변화율(서비스)(전월차)(%p)",0.1
"2020.09","소비재수입액(전월비)(%)",1.6
"2020.09","취업자수(전월비)(%)",0.1
"2020.09","CP유통수익률(전월차)(%p)",-0.1
"2020.10","선행종합지수(2015=100)",121.0
"2020.10","선행종합지수 전월비(%)",0.6
"2020.10","재고순환지표(전월차)(%p)",2.2
"2020.10","경제심리지수(전월차)(p)",3.8
"2020.10","기계류내수출하지수(선박제외)(전월비)(%)",1.0
"2020.10","건설수주액(전월비)(%)",-1.2
"2020.10","수출입물가비율(전월비)(%)",0.6
"2020.10","코스피(전월비)(%)",2.3
"2020.10","장단기금리차(전월차)(%p)",0.03
"2020.10","선행지수 순환변동치",99.5
"2020.10","〔순환변동치 전월차〕(p)",0.3
"2020.10","선행지수 전년동월비(%)",4.9
"2020.10","〔전년동월비 전월차〕(%p)",0.5
"2020.10","동행종합지수(2015=100)",113.4
"2020.10","동행종합지수 전월비(%)",0.7
"2020.10","광공업생산지수(전월비)(%)",1.1
"2020.10","서비스업생산지수(도소매업제외)(전월비)(%)",0.2
"2020.10","건설기성액(전월비)(%)",-0.7
"2020.10","소매판매액지수(전월비)(%)",1.0
"2020.10","내수출하지수(전월비)(%)",1.4
"2020.10","수입액(전월비)(%)",2.9
"2020.10","비농림어업취업자수(전월비)(%)",0.0
"2020.10","동행지수 순환변동치",98.9
"2020.10","〔순환변동치 전월차〕(p)",0.6
"2020.10","후행종합지수(2015=100)",117.7
"2020.10","후행종합지수 전월비(%)",0.2
"2020.10","생산자제품재고지수(전월비)(%)",-0.7
"2020.10","소비자물가지수변화율(서비스)(전월차)(%p)",-0.3
"2020.10","소비재수입액(전월비)(%)",4.1
"2020.10","취업자수(전월비)(%)",0.1
"2020.10","CP유통수익률(전월차)(%p)",-0.1
"2020.11","선행종합지수(2015=100)",122.0
"2020.11","선행종합지수 전월비(%)",0.8
"2020.11","재고순환지표(전월차)(%p)",4.2
"2020.11","경제심리지수(전월차)(p)",2.7
"2020.11","기계류내수출하지수(선박제외)(전월비)(%)",2.4
"2020.11","건설수주액(전월비)(%)",5.5
"2020.11","수출입물가비율(전월비)(%)",0.1
"2020.11","코스피(전월비)(%)",2.2
"2020.11","장단기금리차(전월차)(%p)",0.07
"2020.11","선행지수 순환변동치",100.0
"2020.11","〔순환변동치 전월차〕(p)",0.5
"2020.11","선행지수 전년동월비(%)",5.4
"2020.11","〔전년동월비 전월차〕(%p)",0.5
"2020.11","동행종합지수(2015=100)",114.2
"2020.11","동행종합지수 전월비(%)",0.7
"2020.11","광공업생산지수(전월비)(%)",0.9
"2020.11","서비스업생산지수(도소매업제외)(전월비)(%)",0.4
"2020.11","건설기성액(전월비)(%)",2.5
"2020.11","소매판매액지수(전월비)(%)",0.2
"2020.11","내수출하지수(전월비)(%)",1.1
"2020.11","수입액(전월비)(%)",1.0
"2020.11","비농림어업취업자수(전월비)(%)",0.1
"2020.11","동행지수 순환변동치",99.4
"2020.11","〔순환변동치 전월차〕(p)",0.5
"2020.11","후행종합지수(2015=100)",117.9
"2020.11","후행종합지수 전월비(%)",0.2
"2020.11","생산자제품재고지수(전월비)(%)",-1.6
"2020.11","소비자물가지수변화율(서비스)(전월차)(%p)",0.1
"2020.11","소비재수입액(전월비)(%)",1.3
"2020.11","취업자수(전월비)(%)",0.1
"2020.11","CP유통수익률(전월차)(%p)",-0.1
"2020.12","선행종합지수(2015=100)",122.7
"2020.12","선행종합지수 전월비(%)",0.6
"2020.12","재고순환지표(전월차)(%p)",-0.7
"2020.12","경제심리지수(전월차)(p)",2.7
"2020.12","기계류내수출하지수(선박제외)(전월비)(%)",2.6
"2020.12","건설수주액(전월비)(%)",2.6
"2020.12","수출입물가비율(전월비)(%)",-0.6
"2020.12","코스피(전월비)(%)",5.3
"2020.12","장단기금리차(전월차)(%p)",0.03
"2020.12","선행지수 순환변동치",100.2
"2020.12","〔순환변동치 전월차〕(p)",0.2
"2020.12","선행지수 전년동월비(%)",5.7
"2020.12","〔전년동월비 전월차〕(%p)",0.3
"2020.12","동행종합지수(2015=100)",114.4
"2020.12","동행종합지수 전월비(%)",0.2
"2020.12","광공업생산지수(전월비)(%)",0.5
"2020.12","서비스업생산지수(도소매업제외)(전월비)(%)",0.3
"2020.12","건설기성액(전월비)(%)",-0.5
"2020.12","소매판매액지수(전월비)(%)",-0.1
"2020.12","내수출하지수(전월비)(%)",-0.1
"2020.12","수입액(전월비)(%)",0.8
"2020.12","비농림어업취업자수(전월비)(%)",-0.1
"2020.12","동행지수 순환변동치",99.4
"2020.12","〔순환변동치 전월차〕(p)",0.0
"2020.12","후행종합지수(2015=100)",118.2
"2020.12","후행종합지수 전월비(%)",0.3
"2020.12","생산자제품재고지수(전월비)(%)",-0.6
"2020.12","소비자물가지수변화율(서비스)(전월차)(%p)",0.0
"2020.12","소비재수입액(전월비)(%)",1.4
"2020.12","취업자수(전월비)(%)",0.0
"2020.12","CP유통수익률(전월차)(%p)",0.0
"2021.01","선행종합지수(2015=100)",123.4
"2021.01","선행종합지수 전월비(%)",0.6
"2021.01","재고순환지표(전월차)(%p)",0.6
"2021.01","경제심리지수(전월차)(p)",1.4
"2021.01","기계류내수출하지수(선박제외)(전월비)(%)",0.1
"2021.01","건설수주액(전월비)(%)",4.7
"2021.01","수출입물가비율(전월비)(%)",-1.1
"2021.01","코스피(전월비)(%)",9.6
"2021.01","장단기금리차(전월차)(%p)",0.05
"2021.01","선행지수 순환변동치",100.5
"2021.01","〔순환변동치 전월차〕(p)",0.3
"2021.01","선행지수 전년동월비(%)",6.0
"2021.01","〔전년동월비 전월차〕(%p)",0.3
"2021.01","동행종합지수(2015=100)",114.3
"2021.01","동행종합지수 전월비(%)",-0.1
"2021.01","광공업생산지수(전월비)(%)",0.8
"2021.01","서비스업생산지수(도소매업제외)(전월비)(%)",-0.3
"2021.01","건설기성액(전월비)(%)",-2.2
"2021.01","소매판매액지수(전월비)(%)",0.9
"2021.01","내수출하지수(전월비)(%)",0.0
"2021.01","수입액(전월비)(%)",0.3
"2021.01","비농림어업취업자수(전월비)(%)",-0.5
"2021.01","동행지수 순환변동치",99.2
"2021.01","〔순환변동치 전월차〕(p)",-0.2
"2021.01","후행종합지수(2015=100)",118.6
"2021.01","후행종합지수 전월비(%)",0.3
"2021.01","생산자제품재고지수(전월비)(%)",-0.4
"2021.01","소비자물가지수변화율(서비스)(전월차)(%p)",0.6
"2021.01","소비재수입액(전월비)(%)",0.2
"2021.01","취업자수(전월비)(%)",-0.5
"2021.01","CP유통수익률(전월차)(%p)",0.0
"2021.02","선행종합지수(2015=100)",124.1
"2021.02","선행종합지수 전월비(%)",0.6
"2021.02","재고순환지표(전월차)(%p)",2.4
"2021.02","경제심리지수(전월차)(p)",1.6
"2021.02","기계류내수출하지수(선박제외)(전월비)(%)",0.7
"2021.02","건설수주액(전월비)(%)",-2.8
"2021.02","수출입물가비율(전월비)(%)",-1.3
"2021.02","코스피(전월비)(%)",7.0
"2021.02","장단기금리차(전월차)(%p)",0.02
"2021.02","선행지수 순환변동치",100.7
"2021.02","〔순환변동치 전월차〕(p)",0.2
"2021.02","선행지수 전년동월비(%)",6.1
"2021.02","〔전년동월비 전월차〕(%p)",0.1
"2021.02","동행종합지수(2015=100)",114.6
"2021.02","동행종합지수 전월비(%)",0.3
"2021.02","광공업생산지수(전월비)(%)",1.8
"2021.02","서비스업생산지수(도소매업제외)(전월비)(%)",0.0
"2021.02","건설기성액(전월비)(%)",-2.3
"2021.02","소매판매액지수(전월비)(%)",0.3
"2021.02","내수출하지수(전월비)(%)",0.5
"2021.02","수입액(전월비)(%)",0.4
"2021.02","비농림어업취업자수(전월비)(%)",0.0
"2021.02","동행지수 순환변동치",99.2
"2021.02","〔순환변동치 전월차〕(p)",0.0
"2021.02","후행종합지수(2015=100)",119.0
"2021.02","후행종합지수 전월비(%)",0.3
"2021.02","생산자제품재고지수(전월비)(%)",0.3
"2021.02","소비자물가지수변화율(서비스)(전월차)(%p)",0.2
"2021.02","소비재수입액(전월비)(%)",2.6
"2021.02","취업자수(전월비)(%)",0.0
"2021.02","CP유통수익률(전월차)(%p)",0.0
"2021.03","선행종합지수(2015=100)",124.8
"2021.03","선행종합지수 전월비(%)",0.6
"2021.03","재고순환지표(전월차)(%p)",2.6
"2021.03","경제심리지수(전월차)(p)",5.2
"2021.03","기계류내수출하지수(선박제외)(전월비)(%)",-1.8
"2021.03","건설수주액(전월비)(%)",0.2
"2021.03","수출입물가비율(전월비)(%)",-0.7
"2021.03","코스피(전월비)(%)",3.1
"2021.03","장단기금리차(전월차)(%p)",0.08
"2021.03","선행지수 순환변동치",100.9
"2021.03","〔순환변동치 전월차〕(p)",0.2
"2021.03","선행지수 전년동월비(%)",6.3
"2021.03","〔전년동월비 전월차〕(%p)",0.2
"2021.03","동행종합지수(2015=100)",115.3
"2021.03","동행종합지수 전월비(%)",0.6
"2021.03","광공업생산지수(전월비)(%)",1.1
"2021.03","서비스업생산지수(도소매업제외)(전월비)(%)",0.7
"2021.03","건설기성액(전월비)(%)",-0.8
"2021.03","소매판매액지수(전월비)(%)",0.6
"2021.03","내수출하지수(전월비)(%)",0.1
"2021.03","수입액(전월비)(%)",1.1
"2021.03","비농림어업취업자수(전월비)(%)",0.4
"2021.03","동행지수 순환변동치",99.7
"2021.03","〔순환변동치 전월차〕(p)",0.5
"2021.03","후행종합지수(2015=100)",119.4
"2021.03","후행종합지수 전월비(%)",0.3
"2021.03","생산자제품재고지수(전월비)(%)",-0.4
"2021.03","소비자물가지수변화율(서비스)(전월차)(%p)",0.3
"2021.03","소비재수입액(전월비)(%)",1.8
"2021.03","취업자수(전월비)(%)",0.4
"2021.03","CP유통수익률(전월차)(%p)",0.0
"2021.04","선행종합지수(2015=100)",125.6
"2021.04","선행종합지수 전월비(%)",0.6
"2021.04","재고순환지표(전월차)(%p)",2.6
"2021.04","경제심리지수(전월차)(p)",4.2
"2021.04","기계류내수출하지수(선박제외)(전월비)(%)",1.3
"2021.04","건설수주액(전월비)(%)",-3.1
"2021.04","수출입물가비율(전월비)(%)",0.8
"2021.04","코스피(전월비)(%)",0.8
"2021.04","장단기금리차(전월차)(%p)",0.09
"2021.04","선행지수 순환변동치",101.3
"2021.04","〔순환변동치 전월차〕(p)",0.4
"2021.04","선행지수 전년동월비(%)",6.5
"2021.04","〔전년동월비 전월차〕(%p)",0.2
"2021.04","동행종합지수(2015=100)",116.3
"2021.04","동행종합지수 전월비(%)",0.9
"2021.04","광공업생산지수(전월비)(%)",0.4
"2021.04","서비스업생산지수(도소매업제외)(전월비)(%)",1.0
"2021.04","건설기성액(전월비)(%)",0.8
"2021.04","소매판매액지수(전월비)(%)",0.7
"2021.04","내수출하지수(전월비)(%)",0.0
"2021.04","수입액(전월비)(%)",2.2
"2021.04","비농림어업취업자수(전월비)(%)",0.9
"2021.04","동행지수 순환변동치",100.4
"2021.04","〔순환변동치 전월차〕(p)",0.7
"2021.04","후행종합지수(2015=100)",120.0
"2021.04","후행종합지수 전월비(%)",0.5
"2021.04","생산자제품재고지수(전월비)(%)",-0.2
"2021.04","소비자물가지수변화율(서비스)(전월차)(%p)",0.2
"2021.04","소비재수입액(전월비)(%)",2.4
"2021.04","취업자수(전월비)(%)",0.9
"2021.04","CP유통수익률(전월차)(%p)",0.0
"2021.05","선행종합지수(2015=100)",126.4
"2021.05","선행종합지수 전월비(%)",0.6
"2021.05","재고순환지표(전월차)(%p)",3.0
"2021.05","경제심리지수(전월차)(p)",3.0
"2021.05","기계류내수출하지수(선박제외)(전월비)(%)",0.9
"2021.05","건설수주액(전월비)(%)",-1.8
"2021.05","수출입물가비율(전월비)(%)",0.6
"2021.05","코스피(전월비)(%)",0.8
"2021.05","장단기금리차(전월차)(%p)",0.10
"2021.05","선행지수 순환변동치",101.6
"2021.05","〔순환변동치 전월차〕(p)",0.3
"2021.05","선행지수 전년동월비(%)",6.8
"2021.05","〔전년동월비 전월차〕(%p)",0.3
"2021.05","동행종합지수(2015=100)",116.6
"2021.05","동행종합지수 전월비(%)",0.3
"2021.05","광공업생산지수(전월비)(%)",-0.8
"2021.05","서비스업생산지수(도소매업제외)(전월비)(%)",0.3
"2021.05","건설기성액(전월비)(%)",-1.2
"2021.05","소매판매액지수(전월비)(%)",0.9
"2021.05","내수출하지수(전월비)(%)",-0.7
"2021.05","수입액(전월비)(%)",1.2
"2021.05","비농림어업취업자수(전월비)(%)",0.4
"2021.05","동행지수 순환변동치",100.5
"2021.05","〔순환변동치 전월차〕(p)",0.1
"2021.05","후행종합지수(2015=100)",120.4
"2021.05","후행종합지수 전월비(%)",0.3
"2021.05","생산자제품재고지수(전월비)(%)",-0.5
"2021.05","소비자물가지수변화율(서비스)(전월차)(%p)",0.2
"2021.05","소비재수입액(전월비)(%)",1.3
"2021.05","취업자수(전월비)(%)",0.4
"2021.05","CP유통수익률(전월차)(%p)",0.0
"2021.06","선행종합지수(2015=100)",127.1
"2021.06","선행종합지수 전월비(%)",0.6
"2021.06","재고순환지표(전월차)(%p)",1.8
"2021.06","경제심리지수(전월차)(p)",2.7
"2021.06","기계류내수출하지수(선박제외)(전월비)(%)",1.1
"2021.06","건설수주액(전월비)(%)",-4.7
"2021.06","수출입물가비율(전월비)(%)",0.0
"2021.06","코스피(전월비)(%)",2.4
"2021.06","장단기금리차(전월차)(%p)",0.04
"2021.06","선행지수 순환변동치",101.8
"2021.06","〔순환변동치 전월차〕(p)",0.2
"2021.06","선행지수 전년동월비(%)",6.9
"2021.06","〔전년동월비 전월차〕(%p)",0.1
"2021.06","동행종합지수(2015=100)",116.9
"2021.06","동행종합지수 전월비(%)",0.3
"2021.06","광공업생산지수(전월비)(%)",-0.2
"2021.06","서비스업생산지수(도소매업제외)(전월비)(%)",0.6
"2021.06","건설기성액(전월비)(%)",-1.4
"2021.06","소매판매액지수(전월비)(%)",0.7
"2021.06","내수출하지수(전월비)(%)",-0.1
"2021.06","수입액(전월비)(%)",0.1
"2021.06","비농림어업취업자수(전월비)(%)",0.3
"2021.06","동행지수 순환변동치",100.6
"2021.06","〔순환변동치 전월차〕(p)",0.1
"2021.06","후행종합지수(2015=100)",120.8
"2021.06","후행종합지수 전월비(%)",0.3
"2021.06","생산자제품재고지수(전월비)(%)",0.0
"2021.06","소비자물가지수변화율(서비스)(전월차)(%p)",0.1
"2021.06","소비재수입액(전월비)(%)",0.3
"2021.06","취업자수(전월비)(%)",0.2
"2021.06","CP유통수익률(전월차)(%p)",0.0
"2021.07","선행종합지수(2015=100)",127.4
"2021.07","선행종합지수 전월비(%)",0.2
"2021.07","재고순환지표(전월차)(%p)",-1.7
"2021.07","경제심리지수(전월차)(p)",-0.5
"2021.07","기계류내수출하지수(선박제외)(전월비)(%)",0.0
"2021.07","건설수주액(전월비)(%)",-2.6
"2021.07","수출입물가비율(전월비)(%)",-0.8
"2021.07","코스피(전월비)(%)",0.9
"2021.07","장단기금리차(전월차)(%p)",0.02
"2021.07","선행지수 순환변동치",101.6
"2021.07","〔순환변동치 전월차〕(p)",-0.2
"2021.07","선행지수 전년동월비(%)",6.6
"2021.07","〔전년동월비 전월차〕(%p)",-0.3
"2021.07","동행종합지수(2015=100)",117.3
"2021.07","동행종합지수 전월비(%)",0.3
"2021.07","광공업생산지수(전월비)(%)",0.5
"2021.07","서비스업생산지수(도소매업제외)(전월비)(%)",0.4
"2021.07","건설기성액(전월비)(%)",-1.3
"2021.07","소매판매액지수(전월비)(%)",0.2
"2021.07","내수출하지수(전월비)(%)",0.0
"2021.07","수입액(전월비)(%)",1.0
"2021.07","비농림어업취업자수(전월비)(%)",0.2
"2021.07","동행지수 순환변동치",100.7
"2021.07","〔순환변동치 전월차〕(p)",0.1
"2021.07","후행종합지수(2015=100)",121.2
"2021.07","후행종합지수 전월비(%)",0.3
"2021.07","생산자제품재고지수(전월비)(%)",0.5
"2021.07","소비자물가지수변화율(서비스)(전월차)(%p)",0.1
"2021.07","소비재수입액(전월비)(%)",-0.5
"2021.07","취업자수(전월비)(%)",0.2
"2021.07","CP유통수익률(전월차)(%p)",0.0
"2021.08","선행종합지수(2015=100)",127.5
"2021.08","선행종합지수 전월비(%)",0.1
"2021.08","재고순환지표(전월차)(%p)",-5.4
"2021.08","경제심리지수(전월차)(p)",0.0
"2021.08","기계류내수출하지수(선박제외)(전월비)(%)",0.4
"2021.08","건설수주액(전월비)(%)",2.3
"2021.08","수출입물가비율(전월비)(%)",-0.5
"2021.08","코스피(전월비)(%)",0.1
"2021.08","장단기금리차(전월차)(%p)",-0.03
"2021.08","선행지수 순환변동치",101.4
"2021.08","〔순환변동치 전월차〕(p)",-0.2
"2021.08","선행지수 전년동월비(%)",6.2
"2021.08","〔전년동월비 전월차〕(%p)",-0.4
"2021.08","동행종합지수(2015=100)",117.6
"2021.08","동행종합지수 전월비(%)",0.3
"2021.08","광공업생산지수(전월비)(%)",0.9
"2021.08","서비스업생산지수(도소매업제외)(전월비)(%)",0.4
"2021.08","건설기성액(전월비)(%)",-0.2
"2021.08","소매판매액지수(전월비)(%)",0.3
"2021.08","내수출하지수(전월비)(%)",0.0
"2021.08","수입액(전월비)(%)",0.0
"2021.08","비농림어업취업자수(전월비)(%)",0.1
"2021.08","동행지수 순환변동치",100.9
"2021.08","〔순환변동치 전월차〕(p)",0.2
"2021.08","후행종합지수(2015=100)",121.5
"2021.08","후행종합지수 전월비(%)",0.2
"2021.08","생산자제품재고지수(전월비)(%)",1.8
"2021.08","소비자물가지수변화율(서비스)(전월차)(%p)",0.1
"2021.08","소비재수입액(전월비)(%)",-2.2
"2021.08","취업자수(전월비)(%)",0.1
"2021.08","CP유통수익률(전월차)(%p)",0.0
"2021.09","선행종합지수(2015=100)",127.5
"2021.09","선행종합지수 전월비(%)",0.0
"2021.09","재고순환지표(전월차)(%p)",-6.0
"2021.09","경제심리지수(전월차)(p)",-1.6
"2021.09","기계류내수출하지수(선박제외)(전월비)(%)",-0.3
"2021.09","건설수주액(전월비)(%)",0.9
"2021.09","수출입물가비율(전월비)(%)",-0.2
"2021.09","코스피(전월비)(%)",-1.2
"2021.09","장단기금리차(전월차)(%p)",-0.06
"2021.09","선행지수 순환변동치",101.1
"2021.09","〔순환변동치 전월차〕(p)",-0.3
"2021.09","선행지수 전년동월비(%)",5.6
"2021.09","〔전년동월비 전월차〕(%p)",-0.6
"2021.09","동행종합지수(2015=100)",117.8
"2021.09","동행종합지수 전월비(%)",0.2
"2021.09","광공업생산지수(전월비)(%)",-0.4
"2021.09","서비스업생산지수(도소매업제외)(전월비)(%)",0.2
"2021.09","건설기성액(전월비)(%)",0.4
"2021.09","소매판매액지수(전월비)(%)",0.4
"2021.09","내수출하지수(전월비)(%)",-1.0
"2021.09","수입액(전월비)(%)",-0.1
"2021.09","비농림어업취업자수(전월비)(%)",0.2
"2021.09","동행지수 순환변동치",100.8
"2021.09","〔순환변동치 전월차〕(p)",-0.1
"2021.09","후행종합지수(2015=100)",122.0
"2021.09","후행종합지수 전월비(%)",0.4
"2021.09","생산자제품재고지수(전월비)(%)",2.4
"2021.09","소비자물가지수변화율(서비스)(전월차)(%p)",0.1
"2021.09","소비재수입액(전월비)(%)",-0.5
"2021.09","취업자수(전월비)(%)",0.2
"2021.09","CP유통수익률(전월차)(%p)",0.1
"2021.10","선행종합지수(2015=100)",127.5
"2021.10","선행종합지수 전월비(%)",0.0
"2021.10","재고순환지표(전월차)(%p)",-5.8
"2021.10","경제심리지수(전월차)(p)",0.6
"2021.10","기계류내수출하지수(선박제외)(전월비)(%)",-1.1
"2021.10","건설수주액(전월비)(%)",1.5
"2021.10","수출입물가비율(전월비)(%)",-1.3
"2021.10","코스피(전월비)(%)",-2.8
"2021.10","장단기금리차(전월차)(%p)",0.08
"2021.10","선행지수 순환변동치",100.7
"2021.10","〔순환변동치 전월차〕(p)",-0.4
"2021.10","선행지수 전년동월비(%)",5.0
"2021.10","〔전년동월비 전월차〕(%p)",-0.6
"2021.10","동행종합지수(2015=100)",118.1
"2021.10","동행종합지수 전월비(%)",0.3
"2021.10","광공업생산지수(전월비)(%)",-0.4
"2021.10","서비스업생산지수(도소매업제외)(전월비)(%)",0.5
"2021.10","건설기성액(전월비)(%)",1.4
