"시점","지수별",데이터
"2018.11","생산자제품재고지수(전월비)(%)",1.1
"2018.11","소비자물가지수변화율(서비스)(전월차)(%p)",0.1
"2018.11","소비재수입액(전월비)(%)",0.4
"2018.11","취업자수(전월비)(%)",0.3
"2018.11","CP유통수익률(전월차)(%p)",0.0
"2018.12","선행종합지수(2015=100)",112.6
"2018.12","선행종합지수 전월비(%)",-0.1
"2018.12","재고순환지표(전월차)(%p)",-0.5
"2018.12","경제심리지수(전월차)(p)",-1.6
"2018.12","기계류내수출하지수(선박제외)(전월비)(%)",-2.3
"2018.12","건설수주액(전월비)(%)",3.0
"2018.12","수출입물가비율(전월비)(%)",0.5
"2018.12","코스피(전월비)(%)",-3.6
"2018.12","장단기금리차(전월차)(%p)",-0.16
"2018.12","선행지수 순환변동치",98.9
"2018.12","〔순환변동치 전월차〕(p)",-0.3
"2018.12","선행지수 전년동월비(%)",1.5
"2018.12","〔전년동월비 전월차〕(%p)",-0.3
"2018.12","동행종합지수(2015=100)",110.8
"2018.12","동행종합지수 전월비(%)",0.0
"2018.12","광공업생산지수(전월비)(%)",-0.7
"2018.12","서비스업생산지수(도소매업제외)(전월비)(%)",-0.3
"2018.12","건설기성액(전월비)(%)",-0.9
"2018.12","소매판매액지수(전월비)(%)",0.9
"2018.12","내수출하지수(전월비)(%)",-0.4
"2018.12","수입액(전월비)(%)",0.6
"2018.12","비농림어업취업자수(전월비)(%)",0.0
"2018.12","동행지수 순환변동치",100.5
"2018.12","〔순환변동치 전월차〕(p)",-0.2
"2018.12","후행종합지수(2015=100)",112.1
"2018.12","후행종합지수 전월비(%)",0.4
"2018.12","생산자제품재고지수(전월비)(%)",1.9
"2018.12","소비자물가지수변화율(서비스)(전월차)(%p)",0.0
"2018.12","소비재수입액(전월비)(%)",1.8
"2018.12","취업자수(전월비)(%)",0.1
"2018.12","CP유통수익률(전월차)(%p)",0.1
"2019.01","선행종합지수(2015=100)",112.8
"2019.01","선행종합지수 전월비(%)",0.2
"2019.01","재고순환지표(전월차)(%p)",-0.1
"2019.01","경제심리지수(전월차)(p)",-1.0
"2019.01","기계류내수출하지수(선박제외)(전월비)(%)",-1.6
"2019.01","건설수주액(전월비)(%)",6.6
"2019.01","수출입물가비율(전월비)(%)",0.5
"2019.01","코스피(전월비)(%)",-0.8
"2019.01","장단기금리차(전월차)(%p)",-0.17
"2019.01","선행지수 순환변동치",98.8
"2019.01","〔순환변동치 전월차〕(p)",-0.1
"2019.01","선행지수 전년동월비(%)",1.4
"2019.01","〔전년동월비 전월차〕(%p)",-0.1
"2019.01","동행종합지수(2015=100)",111.3
"2019.01","동행종합지수 전월비(%)",0.5
"2019.01","광공업생산지수(전월비)(%)",-0.8
"2019.01","서비스업생산지수(도소매업제외)(전월비)(%)",0.1
"2019.01","건설기성액(전월비)(%)",1.9
"2019.01","소매판매액지수(전월비)(%)",1.3
"2019.01","내수출하지수(전월비)(%)",0.5
"2019.01","수입액(전월비)(%)",1.0
"2019.01","비농림어업취업자수(전월비)(%)",0.0
"2019.01","동행지수 순환변동치",100.7
"2019.01","〔순환변동치 전월차〕(p)",0.2
"2019.01","후행종합지수(2015=100)",112.4
"2019.01","후행종합지수 전월비(%)",0.3
"2019.01","생산자제품재고지수(전월비)(%)",0.3
"2019.01","소비자물가지수변화율(서비스)(전월차)(%p)",0.0
"2019.01","소비재수입액(전월비)(%)",0.1
"2019.01","취업자수(전월비)(%)",0.1
"2019.01","CP유통수익률(전월차)(%p)",0.0
"2019.02","선행종합지수(2015=100)",113.0
"2019.02","선행종합지수 전월비(%)",0.2
"2019.02","재고순환지표(전월차)(%p)",0.9
"2019.02","경제심리지수(전월차)(p)",1.0
"2019.02","기계류내수출하지수(선박제외)(전월비)(%)",-2.1
"2019.02","건설수주액(전월비)(%)",-2.1
"2019.02","수출입물가비율(전월비)(%)",-0.6
"2019.02","코스피(전월비)(%)",2.0
"2019.02","장단기금리차(전월차)(%p)",-0.14
"2019.02","선행지수 순환변동치",98.7
"2019.02","〔순환변동치 전월차〕(p)",-0.1
"2019.02","선행지수 전년동월비(%)",1.4
"2019.02","〔전년동월비 전월차〕(%p)",0.0
"2019.02","동행종합지수(2015=100)",110.9
"2019.02","동행종합지수 전월비(%)",-0.4
"2019.02","광공업생산지수(전월비)(%)",-1.1
"2019.02","서비스업생산지수(도소매업제외)(전월비)(%)",0.2
"2019.02","건설기성액(전월비)(%)",0.1
"2019.02","소매판매액지수(전월비)(%)",-0.8
"2019.02","내수출하지수(전월비)(%)",-0.8
"2019.02","수입액(전월비)(%)",-2.2
"2019.02","비농림어업취업자수(전월비)(%)",0.1
"2019.02","동행지수 순환변동치",100.1
"2019.02","〔순환변동치 전월차〕(p)",-0.6
"2019.02","후행종합지수(2015=100)",112.7
"2019.02","후행종합지수 전월비(%)",0.3
"2019.02","생산자제품재고지수(전월비)(%)",-0.4
"2019.02","소비자물가지수변화율(서비스)(전월차)(%p)",-0.1
"2019.02","소비재수입액(전월비)(%)",-1.4
"2019.02","취업자수(전월비)(%)",0.1
"2019.02","CP유통수익률(전월차)(%p)",0.0
"2019.03","선행종합지수(2015=100)",113.4
"2019.03","선행종합지수 전월비(%)",0.4
"2019.03","재고순환지표(전월차)(%p)",2.3
"2019.03","경제심리지수(전월차)(p)",0.7
"2019.03","기계류내수출하지수(선박제외)(전월비)(%)",0.7
"2019.03","건설수주액(전월비)(%)",12.3
"2019.03","수출입물가비율(전월비)(%)",-1.5
"2019.03","코스피(전월비)(%)",1.4
"2019.03","장단기금리차(전월차)(%p)",-0.01
"2019.03","선행지수 순환변동치",98.8
"2019.03","〔순환변동치 전월차〕(p)",0.1
"2019.03","선행지수 전년동월비(%)",1.6
"2019.03","〔전년동월비 전월차〕(%p)",0.2
"2019.03","동행종합지수(2015=100)",111.1
"2019.03","동행종합지수 전월비(%)",0.2
"2019.03","광공업생산지수(전월비)(%)",0.1
"2019.03","서비스업생산지수(도소매업제외)(전월비)(%)",0.2
"2019.03","건설기성액(전월비)(%)",0.8
"2019.03","소매판매액지수(전월비)(%)",0.8
"2019.03","내수출하지수(전월비)(%)",0.3
"2019.03","수입액(전월비)(%)",-2.2
"2019.03","비농림어업취업자수(전월비)(%)",0.2
"2019.03","동행지수 순환변동치",100.1
"2019.03","〔순환변동치 전월차〕(p)",0.0
"2019.03","후행종합지수(2015=100)",112.9
"2019.03","후행종합지수 전월비(%)",0.2
"2019.03","생산자제품재고지수(전월비)(%)",-1.3
"2019.03","소비자물가지수변화율(서비스)(전월차)(%p)",-0.2
"2019.03","소비재수입액(전월비)(%)",0.9
"2019.03","취업자수(전월비)(%)",0.2
"2019.03","CP유통수익률(전월차)(%p)",0.0
"2019.04","선행종합지수(2015=100)",113.7
"2019.04","선행종합지수 전월비(%)",0.3
"2019.04","재고순환지표(전월차)(%p)",-0.5
"2019.04","경제심리지수(전월차)(p)",1.8
"2019.04","기계류내수출하지수(선박제외)(전월비)(%)",-0.8
"2019.04","건설수주액(전월비)(%)",-1.5
"2019.04","수출입물가비율(전월비)(%)",-1.4
"2019.04","코스피(전월비)(%)",1.7
"2019.04","장단기금리차(전월차)(%p)",-0.04
"2019.04","선행지수 순환변동치",98.8
"2019.04","〔순환변동치 전월차〕(p)",0.0
"2019.04","선행지수 전년동월비(%)",1.6
"2019.04","〔전년동월비 전월차〕(%p)",0.0
"2019.04","동행종합지수(2015=100)",111.1
"2019.04","동행종합지수 전월비(%)",0.0
"2019.04","광공업생산지수(전월비)(%)",0.2
"2019.04","서비스업생산지수(도소매업제외)(전월비)(%)",0.2
"2019.04","건설기성액(전월비)(%)",-1.5
"2019.04","소매판매액지수(전월비)(%)",-0.6
"2019.04","내수출하지수(전월비)(%)",-0.4
"2019.04","수입액(전월비)(%)",-0.4
"2019.04","비농림어업취업자수(전월비)(%)",0.2
"2019.04","동행지수 순환변동치",99.9
"2019.04","〔순환변동치 전월차〕(p)",-0.2
"2019.04","후행종합지수(2015=100)",113.1
"2019.04","후행종합지수 전월비(%)",0.2
"2019.04","생산자제품재고지수(전월비)(%)",0.7
"2019.04","소비자물가지수변화율(서비스)(전월차)(%p)",-0.2
"2019.04","소비재수입액(전월비)(%)",-0.7
"2019.04","취업자수(전월비)(%)",0.1
"2019.04","CP유통수익률(전월차)(%p)",0.0
"2019.05","선행종합지수(2015=100)",113.7
"2019.05","선행종합지수 전월비(%)",0.0
"2019.05","재고순환지표(전월차)(%p)",-1.0
"2019.05","경제심리지수(전월차)(p)",-1.1
"2019.05","기계류내수출하지수(선박제외)(전월비)(%)",-0.6
"2019.05","건설수주액(전월비)(%)",-2.9
"2019.05","수출입물가비율(전월비)(%)",-0.8
"2019.05","코스피(전월비)(%)",-1.9
"2019.05","장단기금리차(전월차)(%p)",-0.05
"2019.05","선행지수 순환변동치",98.6
"2019.05","〔순환변동치 전월차〕(p)",-0.2
"2019.05","선행지수 전년동월비(%)",1.5
"2019.05","〔전년동월비 전월차〕(%p)",-0.1
"2019.05","동행종합지수(2015=100)",111.7
"2019.05","동행종합지수 전월비(%)",0.5
"2019.05","광공업생산지수(전월비)(%)",1.2
"2019.05","서비스업생산지수(도소매업제외)(전월비)(%)",0.5
"2019.05","건설기성액(전월비)(%)",1.0
"2019.05","소매판매액지수(전월비)(%)",1.3
"2019.05","내수출하지수(전월비)(%)",0.4
"2019.05","수입액(전월비)(%)",-0.1
"2019.05","비농림어업취업자수(전월비)(%)",0.1
"2019.05","동행지수 순환변동치",100.2
"2019.05","〔순환변동치 전월차〕(p)",0.3
"2019.05","후행종합지수(2015=100)",113.5
"2019.05","후행종합지수 전월비(%)",0.4
"2019.05","생산자제품재고지수(전월비)(%)",0.6
"2019.05","소비자물가지수변화율(서비스)(전월차)(%p)",-0.2
"2019.05","소비재수입액(전월비)(%)",3.9
"2019.05","취업자수(전월비)(%)",0.1
"2019.05","CP유통수익률(전월차)(%p)",0.0
"2019.06","선행종합지수(2015=100)",113.7
"2019.06","선행종합지수 전월비(%)",0.0
"2019.06","재고순환지표(전월차)(%p)",-1.6
"2019.06","경제심리지수(전월차)(p)",-0.6
"2019.06","기계류내수출하지수(선박제외)(전월비)(%)",-1.0
"2019.06","건설수주액(전월비)(%)",-17.7
"2019.06","수출입물가비율(전월비)(%)",0.3
"2019.06","코스피(전월비)(%)",-0.9
"2019.06","장단기금리차(전월차)(%p)",-0.10
"2019.06","선행지수 순환변동치",98.3
"2019.06","〔순환변동치 전월차〕(p)",-0.3
"2019.06","선행지수 전년동월비(%)",1.4
"2019.06","〔전년동월비 전월차〕(%p)",-0.1
"2019.06","동행종합지수(2015=100)",112.0
"2019.06","동행종합지수 전월비(%)",0.3
"2019.06","광공업생산지수(전월비)(%)",0.7
"2019.06","서비스업생산지수(도소매업제외)(전월비)(%)",-0.1
"2019.06","건설기성액(전월비)(%)",0.8
"2019.06","소매판매액지수(전월비)(%)",-0.8
"2019.06","내수출하지수(전월비)(%)",-0.3
"2019.06","수입액(전월비)(%)",1.8
"2019.06","비농림어업취업자수(전월비)(%)",0.1
"2019.06","동행지수 순환변동치",100.2
"2019.06","〔순환변동치 전월차〕(p)",0.0
"2019.06","후행종합지수(2015=100)",113.7
"2019.06","후행종합지수 전월비(%)",0.2
"2019.06","생산자제품재고지수(전월비)(%)",1.0
"2019.06","소비자물가지수변화율(서비스)(전월차)(%p)",0.0
"2019.06","소비재수입액(전월비)(%)",-1.9
"2019.06","취업자수(전월비)(%)",0.1
"2019.06","CP유통수익률(전월차)(%p)",0.0
"2019.07","선행종합지수(2015=100)",113.7
"2019.07","선행종합지수 전월비(%)",0.0
"2019.07","재고순환지표(전월차)(%p)",-0.6
"2019.07","경제심리지수(전월차)(p)",-1.8
"2019.07","기계류내수출하지수(선박제외)(전월비)(%)",-0.5
"2019.07","건설수주액(전월비)(%)",-10.4
"2019.07","수출입물가비율(전월비)(%)",0.2
"2019.07","코스피(전월비)(%)",-2.1
"2019.07","장단기금리차(전월차)(%p)",-0.08
"2019.07","선행지수 순환변동치",98.1
"2019.07","〔순환변동치 전월차〕(p)",-0.2
"2019.07","선행지수 전년동월비(%)",1.3
"2019.07","〔전년동월비 전월차〕(%p)",-0.1
"2019.07","동행종합지수(2015=100)",112.3
"2019.07","동행종합지수 전월비(%)",0.3
"2019.07","광공업생산지수(전월비)(%)",0.8
"2019.07","서비스업생산지수(도소매업제외)(전월비)(%)",0.1
"2019.07","건설기성액(전월비)(%)",-0.2
"2019.07","소매판매액지수(전월비)(%)",-0.4
"2019.07","내수출하지수(전월비)(%)",-0.2
"2019.07","수입액(전월비)(%)",1.0
"2019.07","비농림어업취업자수(전월비)(%)",0.0
"2019.07","동행지수 순환변동치",100.2
"2019.07","〔순환변동치 전월차〕(p)",0.0
"2019.07","후행종합지수(2015=100)",114.0
"2019.07","후행종합지수 전월비(%)",0.3
"2019.07","생산자제품재고지수(전월비)(%)",0.8
"2019.07","소비자물가지수변화율(서비스)(전월차)(%p)",0.0
"2019.07","소비재수입액(전월비)(%)",0.0
"2019.07","취업자수(전월비)(%)",0.1
"2019.07","CP유통수익률(전월차)(%p)",0.0
"2019.08","선행종합지수(2015=100)",114.0
"2019.08","선행종합지수 전월비(%)",0.3
"2019.08","재고순환지표(전월차)(%p)",1.5
"2019.08","경제심리지수(전월차)(p)",-0.9
"2019.08","기계류내수출하지수(선박제외)(전월비)(%)",0.2
"2019.08","건설수주액(전월비)(%)",-1.2
"2019.08","수출입물가비율(전월비)(%)",0.3
"2019.08","코스피(전월비)(%)",-2.3
"2019.08","장단기금리차(전월차)(%p)",-0.09
"2019.08","선행지수 순환변동치",98.0
"2019.08","〔순환변동치 전월차〕(p)",-0.1
"2019.08","선행지수 전년동월비(%)",1.4
"2019.08","〔전년동월비 전월차〕(%p)",0.1
"2019.08","동행종합지수(2015=100)",112.7
"2019.08","동행종합지수 전월비(%)",0.4
"2019.08","광공업생산지수(전월비)(%)",0.2
"2019.08","서비스업생산지수(도소매업제외)(전월비)(%)",0.4
"2019.08","건설기성액(전월비)(%)",-0.5
"2019.08","소매판매액지수(전월비)(%)",0.6
"2019.08","내수출하지수(전월비)(%)",0.2
"2019.08","수입액(전월비)(%)",1.2
"2019.08","비농림어업취업자수(전월비)(%)",0.1
"2019.08","동행지수 순환변동치",100.4
"2019.08","〔순환변동치 전월차〕(p)",0.2
"2019.08","후행종합지수(2015=100)",114.3
"2019.08","후행종합지수 전월비(%)",0.3
"2019.08","생산자제품재고지수(전월비)(%)",0.0
"2019.08","소비자물가지수변화율(서비스)(전월차)(%p)",0.1
"2019.08","소비재수입액(전월비)(%)",0.6
"2019.08","취업자수(전월비)(%)",0.1
"2019.08","CP유통수익률(전월차)(%p)",-0.1
"2019.09","선행종합지수(2015=100)",114.4
"2019.09","선행종합지수 전월비(%)",0.4
"2019.09","재고순환지표(전월차)(%p)",-0.2
"2019.09","경제심리지수(전월차)(p)",-0.3
"2019.09","기계류내수출하지수(선박제외)(전월비)(%)",0.6
"2019.09","건설수주액(전월비)(%)",20.3
"2019.09","수출입물가비율(전월비)(%)",-0.3
"2019.09","코스피(전월비)(%)",-1.0
"2019.09","장단기금리차(전월차)(%p)",0.02
"2019.09","선행지수 순환변동치",98.1
"2019.09","〔순환변동치 전월차〕(p)",0.1
"2019.09","선행지수 전년동월비(%)",1.6
"2019.09","〔전년동월비 전월차〕(%p)",0.2
"2019.09","동행종합지수(2015=100)",112.9
"2019.09","동행종합지수 전월비(%)",0.2
"2019.09","광공업생산지수(전월비)(%)",0.5
"2019.09","서비스업생산지수(도소매업제외)(전월비)(%)",0.5
"2019.09","건설기성액(전월비)(%)",-1.2
"2019.09","소매판매액지수(전월비)(%)",0.2
"2019.09","내수출하지수(전월비)(%)",0.2
"2019.09","수입액(전월비)(%)",-0.8
"2019.09","비농림어업취업자수(전월비)(%)",0.1
"2019.09","동행지수 순환변동치",100.4
"2019.09","〔순환변동치 전월차〕(p)",0.0
"2019.09","후행종합지수(2015=100)",114.6
"2019.09","후행종합지수 전월비(%)",0.3
"2019.09","생산자제품재고지수(전월비)(%)",0.6
"2019.09","소비자물가지수변화율(서비스)(전월차)(%p)",-0.2
"2019.09","소비재수입액(전월비)(%)",2.6
"2019.09","취업자수(전월비)(%)",0.1
"2019.09","CP유통수익률(전월차)(%p)",-0.1
"2019.10","선행종합지수(2015=100)",115.1
"2019.10","선행종합지수 전월비(%)",0.6
"2019.10","재고순환지표(전월차)(%p)",0.1
"2019.10","경제심리지수(전월차)(p)",0.4
"2019.10","기계류내수출하지수(선박제외)(전월비)(%)",2.7
"2019.10","건설수주액(전월비)(%)",18.4
"2019.10","수출입물가비율(전월비)(%)",0.1
"2019.10","코스피(전월비)(%)",-0.2
"2019.10","장단기금리차(전월차)(%p)",0.10
"2019.10","선행지수 순환변동치",98.4
"2019.10","〔순환변동치 전월차〕(p)",0.3
"2019.10","선행지수 전년동월비(%)",2.1
"2019.10","〔전년동월비 전월차〕(%p)",0.5
"2019.10","동행종합지수(2015=100)",112.9
"2019.10","동행종합지수 전월비(%)",0.0
"2019.10","광공업생산지수(전월비)(%)",-0.5
"2019.10","서비스업생산지수(도소매업제외)(전월비)(%)",0.2
"2019.10","건설기성액(전월비)(%)",0.1
"2019.10","소매판매액지수(전월비)(%)",0.5
"2019.10","내수출하지수(전월비)(%)",-0.7
"2019.10","수입액(전월비)(%)",-0.7
"2019.10","비농림어업취업자수(전월비)(%)",0.2
"2019.10","동행지수 순환변동치",100.4
"2019.10","〔순환변동치 전월차〕(p)",0.0
"2019.10","후행종합지수(2015=100)",114.9
"2019.10","후행종합지수 전월비(%)",0.3
"2019.10","생산자제품재고지수(전월비)(%)",-0.4
"2019.10","소비자물가지수변화율(서비스)(전월차)(%p)",-0.1
"2019.10","소비재수입액(전월비)(%)",-0.3
"2019.10","취업자수(전월비)(%)",0.2
"2019.10","CP유통수익률(전월차)(%p)",-0.1
"2019.11","선행종합지수(2015=100)",115.8
"2019.11","선행종합지수 전월비(%)",0.6
"2019.11","재고순환지표(전월차)(%p)",0.9
"2019.11","경제심리지수(전월차)(p)",0.9
"2019.11","기계류내수출하지수(선박제외)(전월비)(%)",0.2
"2019.11","건설수주액(전월비)(%)",9.7
"2019.11","수출입물가비율(전월비)(%)",-0.5
"2019.11","코스피(전월비)(%)",3.0
"2019.11","장단기금리차(전월차)(%p)",0.21
"2019.11","선행지수 순환변동치",98.7
"2019.11","〔순환변동치 전월차〕(p)",0.3
"2019.11","선행지수 전년동월비(%)",2.6
"2019.11","〔전년동월비 전월차〕(%p)",0.5
"2019.11","동행종합지수(2015=100)",113.0
"2019.11","동행종합지수 전월비(%)",0.1
"2019.11","광공업생산지수(전월비)(%)",0.3
"2019.11","서비스업생산지수(도소매업제외)(전월비)(%)",0.0
"2019.11","건설기성액(전월비)(%)",-0.9
"2019.11","소매판매액지수(전월비)(%)",0.3
"2019.11","내수출하지수(전월비)(%)",-0.7
"2019.11","수입액(전월비)(%)",-0.3
"2019.11","비농림어업취업자수(전월비)(%)",0.1
"2019.11","동행지수 순환변동치",100.2
"2019.11","〔순환변동치 전월차〕(p)",-0.2
"2019.11","후행종합지수(2015=100)",115.1
"2019.11","후행종합지수 전월비(%)",0.2
"2019.11","생산자제품재고지수(전월비)(%)",0.3
"2019.11","소비자물가지수변화율(서비스)(전월차)(%p)",-0.1
"2019.11","소비재수입액(전월비)(%)",-3.3
"2019.11","취업자수(전월비)(%)",0.1
"2019.11","CP유통수익률(전월차)(%p)",0.0
"2019.12","선행종합지수(2015=100)",116.6
"2019.12","선행종합지수 전월비(%)",0.7
"2019.12","재고순환지표(전월차)(%p)",4.6
"2019.12","경제심리지수(전월차)(p)",0.3
"2019.12","기계류내수출하지수(선박제외)(전월비)(%)",2.3
"2019.12","건설수주액(전월비)(%)",-0.7
"2019.12","수출입물가비율(전월비)(%)",-0.5
"2019.12","코스피(전월비)(%)",1.6
"2019.12","장단기금리차(전월차)(%p)",0.12
"2019.12","선행지수 순환변동치",99.0
"2019.12","〔순환변동치 전월차〕(p)",0.3
"2019.12","선행지수 전년동월비(%)",3.2
"2019.12","〔전년동월비 전월차〕(%p)",0.6
"2019.12","동행종합지수(2015=100)",113.5
"2019.12","동행종합지수 전월비(%)",0.4
"2019.12","광공업생산지수(전월비)(%)",0.7
"2019.12","서비스업생산지수(도소매업제외)(전월비)(%)",0.4
"2019.12","건설기성액(전월비)(%)",0.8
"2019.12","소매판매액지수(전월비)(%)",1.4
"2019.12","내수출하지수(전월비)(%)",0.3
"2019.12","수입액(전월비)(%)",-1.3
"2019.12","비농림어업취업자수(전월비)(%)",0.3
"2019.12","동행지수 순환변동치",100.5
"2019.12","〔순환변동치 전월차〕(p)",0.3
"2019.12","후행종합지수(2015=100)",115.4
"2019.12","후행종합지수 전월비(%)",0.3
"2019.12","생산자제품재고지수(전월비)(%)",-1.0
"2019.12","소비자물가지수변화율(서비스)(전월차)(%p)",0.0
"2019.12","소비재수입액(전월비)(%)",0.9
"2019.12","취업자수(전월비)(%)",0.3
"2019.12","CP유통수익률(전월차)(%p)",0.0
"2020.01","선행종합지수(2015=100)",116.9
"2020.01","선행종합지수 전월비(%)",0.3
"2020.01","재고순환지표(전월차)(%p)",1.0
"2020.01","경제심리지수(전월차)(p)",1.4
"2020.01","기계류내수출하지수(선박제외)(전월비)(%)",-1.3
"2020.01","건설수주액(전월비)(%)",-5.6
"2020.01","수출입물가비율(전월비)(%)",-0.7
"2020.01","코스피(전월비)(%)",2.2
"2020.01","장단기금리차(전월차)(%p)",0.04
"2020.01","선행지수 순환변동치",99.0
"2020.01","〔순환변동치 전월차〕(p)",0.0
"2020.01","선행지수 전년동월비(%)",3.4
"2020.01","〔전년동월비 전월차〕(%p)",0.2
"2020.01","동행종합지수(2015=100)",114.0
"2020.01","동행종합지수 전월비(%)",0.4
"2020.01","광공업생산지수(전월비)(%)",0.5
"2020.01","서비스업생산지수(도소매업제외)(전월비)(%)",0.5
"2020.01","건설기성액(전월비)(%)",0.9
"2020.01","소매판매액지수(전월비)(%)",0.3
"2020.01","내수출하지수(전월비)(%)",-0.2
"2020.01","수입액(전월비)(%)",0.8
"2020.01","비농림어업취업자수(전월비)(%)",0.2
"2020.01","동행지수 순환변동치",100.8
"2020.01","〔순환변동치 전월차〕(p)",0.3
"2020.01","후행종합지수(2015=100)",115.6
"2020.01","후행종합지수 전월비(%)",0.2
"2020.01","생산자제품재고지수(전월비)(%)",-0.4
"2020.01","소비자물가지수변화율(서비스)(전월차)(%p)",-0.1
"2020.01","소비재수입액(전월비)(%)",-0.8
"2020.01","취업자수(전월비)(%)",0.3
"2020.01","CP유통수익률(전월차)(%p)",0.0
"2020.02","선행종합지수(2015=100)",117.2
"2020.02","선행종합지수 전월비(%)",0.3
"2020.02","재고순환지표(전월차)(%p)",-0.9
"2020.02","경제심리지수(전월차)(p)",-1.4
"2020.02","기계류내수출하지수(선박제외)(전월비)(%)",-0.6
"2020.02","건설수주액(전월비)(%)",3.9
"2020.02","수출입물가비율(전월비)(%)",0.6
"2020.02","코스피(전월비)(%)",0.6
"2020.02","장단기금리차(전월차)(%p)",-0.06
"2020.02","선행지수 순환변동치",99.0
"2020.02","〔순환변동치 전월차〕(p)",0.0
"2020.02","선행지수 전년동월비(%)",3.5
"2020.02","〔전년동월비 전월차〕(%p)",0.1
"2020.02","동행종합지수(2015=100)",113.3
"2020.02","동행종합지수 전월비(%)",-0.6
"2020.02","광공업생산지수(전월비)(%)",-0.6
"2020.02","서비스업생산지수(도소매업제외)(전월비)(%)",-0.8
"2020.02","건설기성액(전월비)(%)",0.6
"2020.02","소매판매액지수(전월비)(%)",-2.8
"2020.02","내수출하지수(전월비)(%)",-2.1
"2020.02","수입액(전월비)(%)",-0.6
"2020.02","비농림어업취업자수(전월비)(%)",0.2
"2020.02","동행지수 순환변동치",100.1
"2020.02","〔순환변동치 전월차〕(p)",-0.7
"2020.02","후행종합지수(2015=100)",115.9
"2020.02","후행종합지수 전월비(%)",0.3
"2020.02","생산자제품재고지수(전월비)(%)",0.0
"2020.02","소비자물가지수변화율(서비스)(전월차)(%p)",-0.2
"2020.02","소비재수입액(전월비)(%)",-0.6
"2020.02","취업자수(전월비)(%)",0.3
"2020.02","CP유통수익률(전월차)(%p)",0.0
"2020.03","선행종합지수(2015=100)",117.0
"2020.03","선행종합지수 전월비(%)",-0.2
"2020.03","재고순환지표(전월차)(%p)",-3.6
"2020.03","경제심리지수(전월차)(p)",-8.5
"2020.03","기계류내수출하지수(선박제외)(전월비)(%)",-1.6
"2020.03","건설수주액(전월비)(%)",-7.7
"2020.03","수출입물가비율(전월비)(%)",2.1
"2020.03","코스피(전월비)(%)",-5.5
"2020.03","장단기금리차(전월차)(%p)",0.03
"2020.03","선행지수 순환변동치",98.5
"2020.03","〔순환변동치 전월차〕(p)",-0.5
"2020.03","선행지수 전년동월비(%)",3.2
"2020.03","〔전년동월비 전월차〕(%p)",-0.3
"2020.03","동행종합지수(2015=100)",112.3
"2020.03","동행종합지수 전월비(%)",-0.9
"2020.03","광공업생산지수(전월비)(%)",-0.3
"2020.03","서비스업생산지수(도소매업제외)(전월비)(%)",-2.5
"2020.03","건설기성액(전월비)(%)",0.2
"2020.03","소매판매액지수(전월비)(%)",-3.5
"2020.03","내수출하지수(전월비)(%)",-1.3
"2020.03","수입액(전월비)(%)",2.7
"2020.03","비농림어업취업자수(전월비)(%)",-0.9
"2020.03","동행지수 순환변동치",99.0
"2020.03","〔순환변동치 전월차〕(p)",-1.1
"2020.03","후행종합지수(2015=100)",116.0
"2020.03","후행종합지수 전월비(%)",0.1
"2020.03","생산자제품재고지수(전월비)(%)",1.0
"2020.03","소비자물가지수변화율(서비스)(전월차)(%p)",-0.2
"2020.03","소비재수입액(전월비)(%)",-2.9
"2020.03","취업자수(전월비)(%)",-0.7
"2020.03","CP유통수익률(전월차)(%p)",0.0
"2020.04","선행종합지수(2015=100)",117.1
"2020.04","선행종합지수 전월비(%)",0.1
"2020.04","재고순환지표(전월차)(%p)",-1.0
"2020.04","경제심리지수(전월차)(p)",-11.7
"2020.04","기계류내수출하지수(선박제외)(전월비)(%)",1.3
"2020.04","건설수주액(전월비)(%)",-9.0
"2020.04","수출입물가비율(전월비)(%)",3.4
"2020.04","코스피(전월비)(%)",-5.7
"2020.04","장단기금리차(전월차)(%p)",0.10
"2020.04","선행지수 순환변동치",98.2
"2020.04","〔순환변동치 전월차〕(p)",-0.3
"2020.04","선행지수 전년동월비(%)",3.1
"2020.04","〔전년동월비 전월차〕(%p)",-0.1
"2020.04","동행종합지수(2015=100)",111.0
"2020.04","동행종합지수 전월비(%)",-1.2
"2020.04","광공업생산지수(전월비)(%)",-1.3
"2020.04","서비스업생산지수(도소매업제외)(전월비)(%)",-2.5
"2020.04","건설기성액(전월비)(%)",-0.7
"2020.04","소매판매액지수(전월비)(%)",-1.1
"2020.04","내수출하지수(전월비)(%)",-1.1
"2020.04","수입액(전월비)(%)",1.5
"2020.04","비농림어업취업자수(전월비)(%)",-1.2
"2020.04","동행지수 순환변동치",97.8
"2020.04","〔순환변동치 전월차〕(p)",-1.2
"2020.04","후행종합지수(2015=100)",116.1
"2020.04","후행종합지수 전월비(%)",0.1
"2020.04","생산자제품재고지수(전월비)(%)",0.4
"2020.04","소비자물가지수변화율(서비스)(전월차)(%p)",-0.1
"2020.04","소비재수입액(전월비)(%)",-0.7
"2020.04","취업자수(전월비)(%)",-1.2
"2020.04","CP유통수익률(전월차)(%p)",0.1
"2020.05","선행종합지수(2015=100)",117.1
"2020.05","선행종합지수 전월비(%)",0.0
"2020.05","재고순환지표(전월차)(%p)",-2.6
"2020.05","경제심리지수(전월차)(p)",-8.6
"2020.05","기계류내수출하지수(선박제외)(전월비)(%)",0.5
