"에너지원별(1)",에너지원별(2),에너지원별(3),2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020
"에너지원별(1)",에너지원별(2),에너지원별(3),전국,서울,부산,대구,인천,광주,대전,울산,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주
"① 재생에너지",풍력 (toe),소계,32472,44,1,3,1,0,66,1,10,4891,4,1,1647,135,15522,343,9803,59728,44,1,3,1,0,88,1,10,32160,4,1,1520,136,16218,345,9196,80763,38,1,3,1,-,75,1,9,53990,3,1,1713,117,16209,299,8302,93747,38,61,3,1,0,75,1,9,57174,3,1,2103,202,18754,299,15025,147351,38,121,3,1,0,75,2,9,66170,3,1,2258,1531,51820,300,25020,175644,38,109,3,482,0,75,351,689,75115,3,3,2493,1622,57248,305,37109,185520,38,121,3,3353,0,75,802,1308,71682,3,5,2616,1614,61435,978,41486,192674,41,89,3,6674,-,81,762,1299,74797,3,5,2494,1785,60820,1565,42256,242354,41,102,3,9185,0,81,558,-,1186,98752,3,5,2851,5534,70336,1557,52158,241847,41,112,4,10101,0,81,558,-,1127,83403,3,5,2412,24802,61629,5411,52157,283455,43,107,6,10946,0,86,444,-,1206,83855,4,6,3460,33870,69792,6108,73522,355340,43,116,6,10281,0,86,551,-,1135,93428,3,218,4325,49980,84780,11984,98405,462162,46,87,6,11042,0,92,489,-,1207,136917,4,634,4928,65397,109789,16905,114619,525188,48,111,6,9150,0,95,528,-,1097,147306,4,645,4401,75172,155603,16707,114315,570816,44,74,6,9340,0,86,487,-,1030,146027,3,569,10805,104170,164884,16126,117163,671072,46,56,6,11255,0,91,323,-,1199,166653,4,637,27947,122787,201090,15826,123153
"① 재생에너지",풍력 (toe),사업용,31323,0,0,0,0,0,0,0,0,4544,0,0,1646,0,15406,0,9728,58512,0,0,0,0,0,0,0,0,31799,0,0,1517,0,16077,0,9118,79679,-,-,-,-,-,-,-,-,53669,-,-,1711,-,16066,-,8233,92654,0,60,0,0,0,0,0,0,56845,0,0,2101,85,18608,0,14956,146249,0,120,0,0,0,0,0,0,65837,0,0,2256,1413,51674,0,24948,174531,-,107,-,481,-,-,349,679,74782,-,-,2491,1504,57103,-,37035,184394,-,118,-,3352,-,-,800,1298,71349,-,-,2614,1491,61289,670,41413,191682,-,85,-,6673,-,-,759,1289,74441,-,-,2490,1568,60663,1537,42177,241289,-,97,-,9185,-,-,556,-,1176,98397,-,-,2846,5255,70179,1529,52070,240223,-,103,-,10100,-,-,556,-,1116,83047,-,-,2406,24307,61472,5081,52035,281026,-,85,-,10928,-,-,441,-,1195,83467,-,-,3452,33217,69624,5747,72870,352953,-,94,-,10263,-,-,548,-,1123,93041,-,210,4317,49319,84612,11633,97792,459848,-,63,-,11010,-,-,486,-,1195,136496,-,623,4920,64678,109609,16529,114238,522772,-,86,-,9105,-,-,524,-,1084,146853,-,633,4393,74430,155418,16318,113929,568596,-,51,-,9299,-,-,485,-,1019,145604,-,557,10797,103492,164715,15771,116806,668708,-,31,-,11212,-,-,320,-,1187,166188,-,625,27939,122072,200912,15450,122772
"① 재생에너지",풍력 (toe),자가용,1149,44,1,3,1,0,66,1,10,347,4,1,2,135,116,343,76,1216,44,1,3,1,0,88,1,10,360,4,1,2,136,141,345,78,1084,38,1,3,1,-,75,1,9,321,3,1,2,117,144,299,69,1093,38,1,3,1,0,75,1,9,329,3,1,2,117,146,299,69,1102,38,1,3,1,0,75,2,9,333,3,1,2,117,146,300,71,1113,38,2,3,1,0,75,2,10,333,3,3,2,118,146,305,73,1126,38,4,3,1,0,75,2,10,333,3,5,2,123,146,309,73,992,41,4,3,1,0,81,3,10,356,3,5,4,217,157,28,79,1065,41,4,3,1,0,81,3,-,10,356,3,5,5,279,157,28,89,1624,41,9,4,1,0,81,3,-,10,356,3,5,6,496,157,330,122,2429,43,22,6,18,0,86,3,-,11,388,4,6,8,653,168,361,652,2387,43,22,6,18,0,86,3,-,11,387,3,8,8,661,167,351,613,2313,46,24,6,31,0,92,3,-,12,421,4,11,8,719,179,375,381,2416,48,26,6,45,0,95,3,-,12,453,4,12,9,743,185,389,387,2220,44,23,6,41,0,86,3,-,11,424,3,11,8,678,169,355,357,2364,46,25,6,43,0,91,3,-,12,465,4,12,8,714,178,376,381
"① 재생에너지",수력 (toe),소계,918504,0,0,92,0,0,0,141,185595,235037,281408,3475,82725,30408,44500,55124,0,867058,0,0,98,0,0,0,493,151734,243715,251302,3304,68924,26198,60471,60819,0,780899,-,-,65,-,-,-,330,97802,278283,221747,2514,66903,24971,39687,48596,-,660148,0,0,63,1823,0,0,440,134024,207597,154814,4056,59163,18703,33738,45729,0,606629,0,0,72,2637,0,0,333,126736,237283,133953,7159,34838,17859,20971,24788,0,792294,-,-,668,2286,-,-,227,167761,225680,202045,14342,63111,29441,34108,52623,-,965373,-,-,883,3393,2,-,280,152195,273097,293457,15005,72840,29972,58923,65286,40,814933,-,6,1853,5245,427,-,415,168382,180868,218828,18954,73582,26014,55475,64787,100,892232,-,72,3686,5671,717,-,347,-,211977,230977,211844,22701,44257,27086,56828,75975,94,581186,240,41,3631,7432,932,126,103,2135,111741,129282,124977,18874,50330,28113,47874,55065,290,453787,301,13,3058,8642,1280,127,376,2112,78703,85373,75784,20469,48396,23652,44877,60378,246,603244,315,23,3357,9172,1783,78,193,1697,119945,141238,131899,17269,40469,27520,48104,59754,428,600690,258,13,1146,9619,1937,127,199,1391,117182,174668,140855,16908,36695,14266,45379,39508,541,718787,236,19,859,7500,1689,78,187,0,150778,205458,183642,16355,46688,16607,49708,38482,500,594539,373,23,799,8515,1513,56,282,-,120716,150869,133851,16364,49373,20114,50635,40442,614,826344,237,21,2759,8431,1660,55,310,-,138452,226264,215136,13122,60872,24308,67950,66040,728
"① 재생에너지",수력 (toe),사업용,918325,0,0,0,0,0,0,141,185595,235037,281408,3388,82725,30408,44500,55124,0,866884,0,0,0,0,0,0,493,151734,243715,251302,3228,68924,26198,60471,60819,0,780805,-,-,-,-,-,-,330,97802,278283,221747,2485,66903,24971,39687,48596,-,660084,0,0,0,1823,0,0,440,134024,207597,154814,4054,59163,18703,33738,45729,0,606549,0,0,1,2637,0,0,333,126736,237283,133953,7149,34838,17859,20971,24788,0,792075,-,-,577,2286,-,-,227,167652,225680,202045,14327,63111,29441,34108,52620,-,965120,-,-,815,3393,2,-,280,152048,273097,293457,14986,72840,29972,58923,65286,22,814537,-,-,1853,5245,427,-,415,168088,180868,218828,18939,73582,26014,55475,64787,18,891015,-,2,3686,5294,717,-,347,-,211587,230622,211844,22689,44257,27086,56828,75974,83,579882,240,5,3631,7218,932,-,103,2135,111299,128932,124973,18850,50330,28113,47874,55064,182,452157,301,6,3058,8510,1280,-,376,2112,78385,85084,75780,20440,48396,23652,44241,60377,159,602578,315,8,3357,9042,1783,-,193,1697,119602,141238,131895,17258,40469,27520,48104,59754,342,599897,258,3,1146,9421,1937,-,199,1391,116822,174668,140852,16896,36695,14266,45379,39508,456,718140,236,6,859,7370,1689,-,187,0,150460,205458,183641,16334,46688,16607,49708,38482,415,593974,373,7,799,8448,1513,-,282,-,120374,150869,133849,16353,49373,20114,50635,40442,544,825838,237,8,2759,8423,1660,-,310,-,138103,226264,215136,13099,60872,24308,67950,66040,670
"① 재생에너지",수력 (toe),자가용,179,0,0,92,0,0,0,0,0,0,0,87,0,0,0,0,0,174,0,0,98,0,0,0,0,0,0,0,76,0,0,0,0,0,94,-,-,65,-,-,-,-,-,-,-,29,-,-,-,-,-,65,0,0,63,0,0,0,0,0,0,0,2,0,0,0,0,0,80,0,0,71,0,0,0,0,0,0,0,9,0,0,0,0,0,218,-,-,91,-,-,-,-,109,-,-,15,-,-,-,2,-,253,-,-,68,-,-,-,-,147,-,-,19,-,-,-,-,19,396,-,6,-,-,-,-,-,294,-,-,15,-,-,-,-,82,1217,-,70,-,377,-,-,-,-,390,355,-,12,-,-,-,1,11,1304,-,35,-,214,-,126,-,-,442,350,4,23,-,-,-,1,108,1630,-,7,-,132,-,127,-,-,318,289,4,29,-,-,636,1,87,666,-,15,-,130,-,78,-,-,343,-,4,11,-,-,-,-,85,793,-,9,-,198,-,127,-,-,360,-,3,12,-,-,-,-,85,647,-,13,-,131,-,78,-,-,318,-,1,21,-,-,-,-,85,565,-,16,-,66,-,56,-,-,343,-,2,12,-,-,-,-,70,506,-,13,-,8,-,55,-,-,349,-,-,23,-,-,-,-,58
"① 재생에너지",해양 (toe),소계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,223,-,-,-,-,-,-,-,-,-,-,-,-,223,-,-,-,11246,-,-,-,-,-,-,-,11245,-,-,-,-,1,-,-,-,98310,-,-,-,-,-,-,-,98310,-,-,-,-,-,-,-,-,102077,-,-,-,-,-,-,-,-,102077,-,-,-,-,-,-,-,-,103848,-,-,-,-,-,-,-,-,103848,-,-,-,-,-,-,-,-,104731,-,-,-,-,-,-,-,-,104731,-,-,-,-,-,-,-,-,104562,-,-,-,-,-,-,-,-,104562,-,-,-,-,-,-,-,-,104256,-,-,-,-,-,-,-,-,104256,-,-,-,-,-,-,-,-,103380,-,-,-,-,-,-,-,-,103380,-,-,-,-,-,-,-,-,101030,-,-,-,-,-,-,-,-,101030,-,-,-,-,-,-,-,0,97397,-,-,-,-,-,-,-,-,97396,-,-,-,-,-,-,-,1
"① 재생에너지",지열 (toe),소계,2558,333,4,2,316,0,7,52,835,269,283,247,68,31,67,38,6,6208,471,65,67,458,39,78,144,1630,927,525,647,346,57,416,311,28,11114,653,137,191,615,167,154,190,2524,1788,754,1193,954,156,838,751,49,15726,1184,177,310,672,411,323,190,3662,2335,1098,1447,1347,309,1080,1132,49,22126,1934,388,480,795,708,707,298,5532,3108,1438,1525,1523,676,1359,1584,73,33449,2567,682,1009,905,1062,1055,458,8052,4020,1719,1931,2761,2252,1956,2925,96,47833,3770,824,1467,1122,1471,1236,553,11479,4725,2332,3120,4262,4124,2802,4391,156,65277,5132,974,1803,1588,1914,1448,662,16071,5877,2980,5576,5830,6000,3700,5129,594,86959,6191,1140,2336,2293,2252,1774,848,249,21470,7906,3825,8019,8318,7977,4738,6487,1134,108472,7250,1263,3244,3180,2611,2103,1583,1098,25951,9410,4861,9907,11438,9432,5862,7921,1358,135046,8790,1495,4564,3892,3015,2537,2661,5615,29830,11041,5634,10008,15077,11547,8100,9710,1531,162047,9906,1886,5470,4429,3267,3229,3265,8209,34841,13629,7164,11971,17949,13300,10301,11590,1642,183922,11270,2328,5927,5544,3403,3857,3460,10305,39759,15605,8777,14133,19041,14542,11815,12515,1642,205464,13334,2674,6267,6784,3459,4353,3730,12874,44029,17057,10046,16549,19398,15556,14290,13358,1706,224722,15002,2896,6875,7788,3593,4909,4023,14024,48650,18248,11158,18995,20266,15950,16192,14383,1771,240967,16451,2980,7441,8486,3753,5281,4196,14910,52516,19694,12166,20659,21015,17206,17327,15116,1771
"① 재생에너지",수열 (toe),소계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4791,-,-,-,12,-,-,-,-,-,106,-,129,83,2319,67,928,1146,5989,-,-,-,12,-,-,-,-,-,123,-,291,99,3267,79,972,1146,7941,-,23,-,95,-,-,-,-,-,135,-,713,253,4143,102,1292,1184,14725,-,23,-,95,-,-,-,-,-,638,-,1382,533,7819,140,2392,1702,21236,-,23,-,130,-,-,-,-,8,643,-,1528,756,11954,572,3821,1800,21258,-,23,-,130,-,-,-,-,8,643,0,1529,757,11970,573,3824,1801
"① 재생에너지",바이오 (toe),소계,181275,21713,9593,4642,14818,7534,4856,4508,23123,37290,9550,3536,15162,4319,11918,6158,2556,274482,64268,10210,16132,17252,7421,4950,4311,15874,26611,16573,3116,39413,24583,16856,4051,2861,370159,5963986,7247,43977,54550,5584,3768,4620,36060,29131,24633,3184,48507,27133,8246,7131,2407,426760,31986,6827,39473,79859,4612,1954,64037,75900,27268,8368,4009,41573,27716,7978,2765,2434,580419,35523,6733,44941,80791,3504,1528,109111,121344,38704,18976,13158,43176,45099,10269,5517,2049,754623,33667,7951,71637,92986,4705,1167,232454,149083,15138,11342,5908,102959,9121,9947,4774,1780,963363,40255,20034,88688,146239,4759,4271,249028,184335,19307,15769,15048,104651,41835,12850,13994,2301,1334724,36658,15712,80617,156465,5722,5092,469740,172298,23118,23799,41773,103456,102877,54317,38896,4185,1558492,46236,18240,55051,158877,14437,8099,506379,1453,123015,46803,26264,79575,139881,133549,55469,141042,4123,2821995,98477,35852,104307,300434,30949,23869,362643,12055,398117,140765,36766,286438,214750,90367,48421,501631,136154,2765657,94097,41199,90261,440688,21341,20824,292787,3211,295169,159357,49058,366255,152083,98746,68560,319036,252987,2765453,79517,41391,79519,264265,20710,26744,302205,6547,328104,121410,48326,456444,167233,179621,55552,303223,284642,3598782,77003,42701,81695,166852,29256,35751,357375,23832,344244,393537,136060,542050,643178,109595,140595,272057,203002,4442376,97562,61263,89634,187703,28716,38247,400517,27693,434293,418248,143554,574765,940392,237545,159312,317709,285224,4162427,96475,60785,78213,195001,25767,29072,350446,21935,416837,326825,66575,550667,973153,200844,115780,209381,444671,3899174,91892,57336,77835,166108,25826,28511,372251,24117,444113,397184,97780,544335,900217,73455,94521,169316,334375
"① 재생에너지",바이오 (toe),바이오가스,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,107430,30159,4528,5934,3612,3573,3661,5192,18089,1888,2027,12932,6887,771,3158,4519,501,139370,35478,7278,5264,4583,10217,5487,20350,-,15630,1523,1505,13051,7694,182,5097,5799,232,142937,34514,2409,13361,897,10866,6473,15931,-,29015,3004,2794,65,10124,1288,3313,8038,842,108734,12432,3114,8088,2717,5433,2274,7651,751,27543,3513,2046,4300,19058,796,3664,4590,764,94999,12891,2409,4879,4305,6124,5801,5766,666,23075,3079,2898,769,11063,887,2517,6761,1109,98123,13951,2613,6889,4298,6594,4270,7868,-,18750,3226,3066,1677,12474,575,3256,7848,767,91740,13341,2517,6940,4570,6369,3755,8162,-,18255,2216,2717,2085,11442,682,2314,5080,1294,96281,12863,1909,5884,6100,5053,3628,7266,-,19227,3388,5390,2723,12340,670,2558,6475,807,95385,12012,3715,5664,6192,4716,2157,6785,1044,16526,3454,4671,2862,17343,424,2256,4752,811
"① 재생에너지",바이오 (toe),바이오가스(전기사업용),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,723,0,620,0,0,0,0,0,0,0,0,0,0,1,0,102,0,1465,0,1086,0,0,0,0,0,0,7,0,0,0,0,0,372,0,2123,39,1644,-,-,-,-,-,-,1,-,-,-,-,-,440,-,4357,1245,2136,-,-,-,-,-,-,379,-,-,-,-,-,596,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지",바이오 (toe),바이오가스(전기자가용),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1619,-,712,-,1,-,-,-,326,-,186,45,2,313,-,-,34,5288,3506,129,541,-,-,-,-,189,-,176,58,218,383,-,-,88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지",바이오 (toe),바이오가스(열),43782,12705,109,2998,826,2599,0,0,12442,1539,1409,569,4928,86,950,2622,0,77390,55530,0,3402,740,1331,0,0,6196,2513,1270,114,4704,42,885,663,0,81537,55530,-,3402,740,1331,-,-,6196,2513,1270,114,4704,42,885,4810,-,44663,25370,0,1059,748,1331,0,0,5269,1508,1161,1256,4489,42,1436,663,332,49400,27695,0,1077,378,1331,0,0,7906,1384,1562,1290,4536,42,1481,717,0,76601,26222,-,25134,378,2547,-,-,10163,1960,1862,1290,4426,0,2136,482,-,81539,28830,4366,3373,227,2470,2885,4927,15009,3263,1214,1533,5847,151,1806,5451,186,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지",바이오 (toe),매립지가스,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,116073,5303,2776,21018,80641,959,11,1245,-,-,794,-,96,1747,264,720,497,97497,9575,2690,19851,54192,3069,1195,1245,-,1402,-,701,-,107,2135,116,856,364,79918,2098,3220,20134,43458,1400,2580,882,-,-,-,531,-,461,4041,50,764,300,75804,3721,3232,19450,43964,1278,619,-,-,-,-,471,-,0,2253,35,245,536,71133,2698,3070,15004,42600,1298,3296,-,-,-,123,547,-,-,1889,0,69,539,77036,1952,3172,14372,47125,968,6229,-,-,-,609,428,-,-,1648,-,-,532,65179,-,2415,7657,45536,618,5940,-,-,-,557,352,-,223,1341,-,-,542,75518,1960,1943,17801,45131,491,4738,-,-,-,616,228,-,588,1496,-,58,469,62190,1526,1519,15727,33012,1018,6587,-,-,-,436,162,-,73,1485,-,219,424
"① 재생에너지",바이오 (toe),매립지가스(전기),32399,0,7840,0,9827,3292,3199,0,0,0,1542,0,978,2152,2657,0,913,38630,0,8474,0,13074,4355,3192,0,0,0,1727,0,1049,2555,3080,0,1125,66069,-,5448,-,50263,2454,1969,-,-,-,1249,-,901,1549,1627,-,608,88794,0,4582,0,76869,1656,328,0,361,0,1220,0,587,1580,1136,0,477,96477,0,4338,0,78101,864,0,0,701,0,1133,0,403,9455,742,0,740,85852,-,4439,-,74484,1049,-,-,-,-,1115,-,246,2873,752,363,530,94775,-,3354,-,86062,1054,-,-,-,-,702,-,111,2317,536,219,420,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지",바이오 (toe),매립지가스(열),10229,7364,0,0,1,0,0,2864,0,0,0,0,0,0,0,0,0,15201,7002,0,5624,0,0,0,2576,0,0,0,0,0,0,0,0,0,42469,6657,-,33169,-,-,-,2642,-,-,-,-,-,-,-,-,-,31196,4990,0,23469,0,0,0,2738,0,0,0,0,0,0,0,0,0,31825,6487,0,22462,348,0,0,2528,0,0,0,0,0,0,0,0,0,29138,6291,-,20714,58,-,-,2075,-,-,-,-,-,-,-,-,-,29445,5432,-,22060,4,-,-,1949,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지",바이오 (toe),바이오디젤,13401,0,0,0,0,0,0,0,7950,0,0,0,5451,0,0,0,0,53346,0,0,0,0,0,0,0,4704,0,6946,0,21712,19984,0,0,0,95663,-,-,-,-,-,-,179,24551,-,16637,-,30825,23471,-,-,-,177642,0,0,0,0,0,0,59674,67470,0,1642,0,24523,24334,0,0,0,254189,0,0,0,0,0,0,105245,103518,0,0,0,23356,22070,0,0,0,356822,-,-,-,-,-,-,209286,115942,-,-,-,31594,-,-,-,-,336054,-,-,-,-,-,-,193346,109375,-,-,-,14029,19283,-,20,-,359916,-,-,-,-,-,-,202827,76132,-,-,-,9462,71495,-,-,-,369081,-,-,-,-,-,-,230719,-,23216,-,-,-,23827,91319,-,-,-,387699,56314,21805,19652,27770,11195,11446,10762,1385,97512,13256,13380,17481,15342,15315,20790,27797,6497,441345,62288,25048,22392,34023,12590,12664,12091,2121,109789,14706,15000,19789,17299,18096,23438,31421,8590,442859,60510,25363,22279,34974,12912,12485,11873,2416,110247,14590,14996,19928,17318,18757,23467,31556,9191,428053,57097,24902,21493,34253,12316,11872,11034,2661,106987,14060,14499,19415,16619,18420,22708,30186,9533,683234,78977,38316,32495,46921,18638,17941,15639,4030,165124,25244,25995,35608,30125,35900,45331,50395,16553,699713,78837,39533,33067,47749,19166,18212,16052,4417,168741,25956,26893,36743,30759,37126,46888,51785,17790,689957,76527,38860,32521,46095,18845,17661,15625,4496,168269,25874,26419,36114,30216,37060,46417,51665,17291
